,Player,Pos,Team,PDK,CR,GP,MIN,ST,PTS,REB,AST,STL,BLK,BA,FGM,FGA,FG%,P3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,TOV,PF,PM,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Ht,Wt,Exp,RANK,TEAM,POS,AGE,MPG,TO%,2PA,2P%,eFG%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
61,Kentavious Caldwell-Pope,SG,DEN,27.1,15.6,76,32.8,65,20.0,3.9,6.2,1.0,0.2,0.5,7.3,16.0,45.4,2.6,319,0.423,2.8,125,0.824,0.7,3.2,2.2,1.6,4.6,29.0,76.0,2381.0,11.5,0.598,0.505,0.198,1.7,8.1,5.0,9.8,2.3,1.3,11.1,14.1,2.0,2.5,4.5,0.091,-1.6,0.6,-1.0,0.6,77,204,9,7,Den,G,30.1,31.3,12.0,313,0.502,0.569,10.8,2.8,2.4,1.5,0.5,1.1,13.6,13.2,16.0,5.3,116.7,112.0
62,Aaron Gordon,PF,DEN,24.1,12.9,68,30.3,68,16.3,6.6,3.0,0.8,0.8,0.9,6.3,11.2,56.4,0.9,173,0.347,2.8,312,0.609,2.4,4.1,1.4,1.9,7.7,27.0,68.0,2055.0,19.5,0.617,0.227,0.413,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,4.6,2.2,6.8,0.158,2.4,-0.3,2.1,2.1,80,235,8,4,Den,F,27.6,30.3,11.4,588,0.628,0.603,16.3,6.6,3.0,0.8,0.8,1.4,22.9,19.3,25.8,9.1,124.9,111.3
63,Nikola Jokic,C,DEN,22.1,12.0,69,29.0,62,17.4,5.5,1.0,0.6,0.5,0.4,6.4,13.2,48.7,3.0,149,0.383,1.5,415,0.822,1.0,4.5,1.1,1.9,6.8,27.0,69.0,2323.0,31.5,0.701,0.146,0.406,8.5,31.3,20.2,46.6,1.8,1.8,17.0,27.2,11.2,3.8,14.9,0.308,8.5,4.5,13.0,8.8,83,284,7,1,Den,C,28.1,33.7,19.5,873,0.675,0.66,24.5,11.8,9.8,1.3,0.7,3.6,36.3,34.3,46.2,16.8,134.7,105.3
64,Bruce Brown,SG,DEN,17.6,9.6,80,28.5,31,11.5,4.1,3.4,1.1,0.6,0.5,4.5,9.3,48.3,1.1,254,0.358,1.5,153,0.758,0.8,3.3,1.5,2.4,0.4,26.0,80.0,2280.0,13.3,0.571,0.343,0.206,3.3,13.0,8.3,15.7,1.9,2.0,13.2,17.8,1.7,2.6,4.3,0.09,-1.1,0.6,-0.5,0.8,76,202,4,6,Den,G-F,26.7,28.5,14.2,487,0.548,0.545,11.5,4.1,3.4,1.1,0.6,1.5,15.6,14.9,19.0,7.6,113.2,108.9
65,Jamal Murray,PG,DEN,16.3,8.6,65,31.3,76,10.8,2.8,2.4,1.5,0.5,0.1,3.8,8.3,46.2,1.8,432,0.398,1.4,216,0.833,0.5,2.3,1.1,1.9,6.5,25.0,65.0,2133.0,18.0,0.571,0.415,0.207,2.7,11.0,6.9,27.5,1.5,0.7,11.3,26.1,3.3,1.9,5.1,0.116,2.6,-1.3,1.3,1.8,75,215,5,2,Den,G,26.1,32.8,12.2,609,0.494,0.537,20.0,4.0,6.2,1.0,0.2,2.2,23.9,26.1,30.1,9.7,116.1,113.7
66,Reggie Jackson,PG,DEN,15.8,5.7,16,18.3,26,9.8,5.7,0.5,0.3,0.5,0.6,3.9,6.3,62.3,0.4,68,0.279,1.6,12,0.833,1.5,4.3,0.6,1.7,-1.6,32.0,16.0,319.0,9.0,0.476,0.531,0.094,1.1,8.8,5.0,20.9,1.4,0.3,12.5,20.8,-0.2,0.2,0.1,0.008,-3.8,-1.3,-5.1,-0.3,74,208,11,8,Den,G,33.0,19.9,12.9,60,0.5,0.457,7.9,1.8,3.1,0.6,0.1,1.2,9.7,11.1,12.8,7.1,100.5,112.2
67,Zeke Nnaji,PF,DEN,12.1,5.1,53,24.4,40,10.2,2.1,3.4,0.7,0.1,0.2,3.9,9.4,41.1,1.4,65,0.262,1.0,62,0.645,0.4,1.8,1.7,1.7,-1.2,22.0,53.0,728.0,12.5,0.62,0.332,0.316,10.5,11.2,10.9,3.3,1.1,2.8,12.2,15.2,0.9,0.7,1.6,0.106,-2.7,-0.9,-3.7,-0.3,81,240,2,10,Den,F-C,22.2,13.7,13.6,131,0.71,0.605,5.2,2.6,0.3,0.3,0.4,0.6,7.8,5.6,8.2,4.7,120.8,103.5
68,DeAndre Jordan,C,DEN,10.7,4.7,39,15.0,8,5.1,5.2,0.9,0.3,0.6,0.2,2.3,2.9,76.5,0.0,1,1.0,0.6,48,0.458,1.3,3.8,1.2,1.8,-3.1,34.0,39.0,586.0,14.7,0.731,0.009,0.417,10.5,28.6,19.8,7.7,1.0,3.5,26.1,13.7,0.5,0.9,1.4,0.112,-2.4,0.7,-1.8,0.0,83,265,14,11,Den,C,34.7,15.0,29.4,114,0.763,0.77,5.1,5.2,0.9,0.3,0.6,1.2,10.3,6.0,11.2,7.7,117.1,101.9
69,Ish Smith,PG,DEN,9.0,4.9,43,19.5,4,7.8,2.6,1.2,0.3,0.3,0.3,2.9,5.9,48.8,0.5,12,0.167,1.6,4,0.5,0.7,1.9,0.8,1.8,-3.5,34.0,43.0,398.0,6.5,0.407,0.092,0.031,1.5,13.8,7.8,32.5,1.0,1.6,24.9,19.3,-0.8,0.4,-0.5,-0.056,-5.5,-1.1,-6.6,-0.5,72,175,12,16,Den,G,34.8,9.3,25.1,119,0.42,0.405,2.5,1.3,2.3,0.2,0.2,1.0,3.8,4.8,6.1,8.4,88.7,109.9
70,Vlatko Cancar,PF,DEN,7.9,4.0,60,14.8,9,5.0,2.1,1.3,0.4,0.2,0.2,1.8,3.8,47.6,0.7,115,0.374,0.6,43,0.907,0.4,1.7,0.6,1.4,-1.1,25.0,60.0,889.0,11.0,0.606,0.507,0.181,3.2,13.1,8.3,11.5,1.2,1.4,13.1,13.8,0.9,0.8,1.7,0.093,-1.7,-0.1,-1.8,0.0,80,236,3,12,Den,F,26.0,14.8,14.0,112,0.58,0.57,5.0,2.1,1.3,0.4,0.2,0.6,7.1,6.3,8.4,6.5,118.9,108.5
71,Thomas Bryant,C,DEN,7.3,4.0,18,14.0,5,5.3,2.7,0.3,0.3,0.4,0.2,2.1,3.8,56.1,0.3,9,0.444,0.8,18,0.722,1.3,1.4,0.6,2.0,-1.8,25.0,18.0,205.0,11.8,0.547,0.132,0.265,11.0,22.4,16.8,1.3,0.5,3.0,11.6,18.3,0.0,0.2,0.3,0.066,-4.4,-2.2,-6.6,-0.2,82,248,5,14,Den,C-F,25.7,11.3,12.8,59,0.492,0.515,4.6,3.3,0.1,0.1,0.4,0.6,7.9,4.7,8.1,4.1,108.6,103.9
72,Jeff Green,PF,DEN,7.0,5.0,56,15.5,6,4.7,2.4,0.8,0.5,0.2,0.3,1.9,3.8,49.5,0.4,104,0.288,0.5,117,0.744,0.6,1.8,0.5,1.3,-1.6,36.0,56.0,1091.0,11.0,0.576,0.317,0.357,4.1,10.9,7.6,8.3,0.8,1.4,10.8,17.0,0.8,0.8,1.7,0.074,-2.4,-1.0,-3.4,-0.4,80,235,14,9,Den,F,36.6,19.5,12.3,224,0.58,0.534,7.8,2.6,1.2,0.3,0.3,0.8,10.4,9.0,11.6,5.9,114.1,109.9
73,Christian Braun,SG,DEN,4.5,4.1,76,9.3,0,2.5,1.3,2.3,0.2,0.2,0.1,1.2,3.0,39.7,0.0,96,0.354,0.0,64,0.625,0.1,1.1,1.0,0.8,-0.8,21.0,76.0,1181.0,10.3,0.568,0.332,0.221,4.8,12.6,8.8,6.4,1.7,1.3,9.9,13.0,0.7,1.2,1.9,0.079,-2.5,0.1,-2.4,-0.1,79,218,0,13,Den,G,22.0,15.5,10.8,193,0.565,0.554,4.7,2.4,0.8,0.5,0.2,0.5,7.1,5.5,7.9,5.4,114.7,108.9
74,Peyton Watson,SG,DEN,4.5,4.4,23,8.1,2,3.3,1.6,0.5,0.1,0.5,0.2,1.3,2.6,49.2,0.3,14,0.429,0.5,20,0.55,0.3,1.3,0.3,0.6,-2.1,20.0,23.0,186.0,12.8,0.553,0.237,0.339,5.1,17.4,11.4,7.9,0.5,5.2,10.6,17.7,0.1,0.2,0.3,0.073,-2.7,-0.1,-2.8,0.0,80,200,0,15,Den,G,20.6,8.1,11.9,45,0.511,0.542,3.3,1.6,0.5,0.1,0.5,0.3,4.9,3.7,5.3,6.8,109.5,110.3
75,Giannis Antetokounmpo,PF,MIL,41.0,23.5,63,31.6,63,30.5,11.7,5.6,0.8,0.8,1.3,11.0,20.0,55.2,0.7,171,0.275,7.8,772,0.645,2.2,9.5,3.9,3.1,5.3,28.0,63.0,2024.0,29.0,0.605,0.134,0.604,7.3,30.0,19.1,33.2,1.2,2.1,13.2,38.8,4.9,3.7,8.6,0.204,5.8,2.7,8.5,5.4,84,242,9,1,Mil,F,28.3,32.1,16.2,1108,0.596,0.571,31.1,11.8,5.7,0.8,0.8,3.9,42.9,36.8,48.6,15.9,116.8,100.6
76,Jrue Holiday,PG,MIL,29.6,17.6,67,32.1,65,19.0,5.0,7.3,1.2,0.4,0.7,7.2,15.0,47.8,2.3,411,0.384,2.3,177,0.859,1.1,3.8,2.9,1.7,6.9,32.0,67.0,2183.0,19.2,0.586,0.402,0.173,3.9,12.0,8.1,34.4,1.7,0.9,15.2,25.0,3.9,2.8,6.7,0.148,3.0,0.1,3.1,2.8,75,205,13,2,Mil,G,32.8,32.6,16.1,612,0.542,0.556,19.3,5.1,7.4,1.2,0.4,2.9,24.3,26.6,31.7,11.0,117.7,109.5
77,Brook Lopez,C,MIL,24.7,14.2,78,30.0,78,15.8,6.5,1.2,0.5,2.4,0.3,6.1,11.4,53.3,1.7,364,0.374,1.9,190,0.784,1.9,4.6,1.4,2.6,5.0,34.0,78.0,2373.0,18.4,0.63,0.405,0.211,7.2,15.3,11.4,6.1,0.7,6.7,9.8,19.3,4.1,3.9,8.0,0.161,0.8,1.3,2.1,2.5,84,282,14,3,Mil,C,35.0,30.4,10.6,535,0.637,0.606,15.9,6.7,1.3,0.5,2.5,1.4,22.5,17.2,23.8,6.8,122.4,106.2
78,Jevon Carter,PG,MIL,23.9,12.7,81,26.0,22,14.1,9.6,1.5,0.4,0.2,0.5,5.7,11.5,49.6,1.4,336,0.423,1.4,38,0.816,2.2,7.4,1.2,1.6,0.3,27.0,81.0,1810.0,10.9,0.56,0.596,0.067,2.1,9.3,5.8,14.5,1.7,1.3,11.8,15.3,1.2,2.3,3.5,0.092,-1.8,1.2,-0.6,0.6,73,200,4,7,Mil,G,27.6,22.4,12.1,229,0.424,0.549,8.0,2.5,2.4,0.8,0.4,1.0,10.5,10.5,13.0,6.5,113.3,106.6
79,Grayson Allen,SG,MIL,20.5,11.8,72,24.3,19,14.8,4.2,5.0,0.8,0.1,0.6,5.2,12.1,43.0,1.6,366,0.399,2.8,126,0.905,0.9,3.3,2.2,2.1,4.0,27.0,72.0,1972.0,12.3,0.612,0.657,0.226,3.4,9.0,6.3,10.9,1.5,0.6,10.5,14.6,2.8,2.2,5.1,0.123,-0.6,0.7,0.1,1.0,76,198,4,6,Mil,G,27.5,27.4,11.4,191,0.518,0.571,10.4,3.3,2.3,0.9,0.2,1.0,13.7,12.7,16.0,6.3,123.5,110.0
80,Pat Connaughton,SG,MIL,15.4,8.2,61,27.0,70,10.3,3.2,2.3,0.9,0.2,0.3,3.4,7.6,44.1,2.0,322,0.339,1.6,41,0.659,0.8,2.4,1.0,1.6,3.1,30.0,61.0,1443.0,10.0,0.531,0.765,0.097,3.8,16.2,10.2,6.9,1.2,0.6,7.0,13.8,0.7,1.8,2.5,0.085,-1.3,0.3,-1.1,0.3,77,209,7,8,Mil,G,30.3,23.7,7.3,99,0.566,0.521,7.6,4.6,1.3,0.6,0.2,0.5,12.3,8.9,13.5,6.0,112.4,109.6
81,Khris Middleton,SF,MIL,12.7,6.6,33,22.5,39,8.1,2.5,2.4,0.8,0.4,0.2,3.0,7.0,42.5,1.8,162,0.315,0.4,102,0.902,0.4,2.1,1.0,1.9,0.9,31.0,33.0,801.0,17.4,0.551,0.399,0.251,3.8,14.0,9.1,30.7,1.4,0.5,13.6,27.4,1.0,1.0,1.9,0.117,1.0,-0.3,0.8,0.6,79,222,10,4,Mil,F,31.7,24.3,14.9,244,0.516,0.499,15.1,4.2,4.9,0.7,0.2,2.2,19.3,20.0,24.2,11.1,113.2,106.1
82,Wesley Matthews,SG,MIL,12.7,4.8,52,18.9,3,6.9,3.8,1.5,0.7,0.3,0.1,2.5,5.2,47.9,1.3,124,0.315,0.6,28,0.857,0.9,2.9,0.4,1.5,0.2,36.0,52.0,820.0,7.0,0.519,0.775,0.175,4.5,9.7,7.2,5.1,1.2,1.3,9.5,9.8,0.3,0.9,1.2,0.073,-3.5,0.8,-2.7,-0.1,76,220,13,19,Mil,G,36.5,15.7,10.1,36,0.528,0.484,3.4,2.2,0.7,0.4,0.3,0.3,5.6,4.1,6.3,4.4,113.1,107.2
83,Goran Dragic,PG,MIL,12.5,6.5,7,22.7,0,6.9,2.8,3.3,0.7,0.1,0.1,2.3,5.4,43.5,1.8,17,0.412,0.4,4,1.0,0.3,2.5,1.2,1.6,1.8,36.0,7.0,83.0,11.4,0.516,0.472,0.111,3.9,10.9,7.5,20.2,1.2,0.0,15.6,22.7,0.0,0.1,0.1,0.037,-2.3,-2.9,-5.2,-0.1,75,190,14,13,Mil,G,36.9,11.8,16.1,19,0.368,0.486,5.6,1.7,1.7,0.3,0.0,1.0,7.3,7.3,9.0,8.6,103.7,113.7
84,Bobby Portis,PF,MIL,12.1,6.5,70,23.3,33,7.6,4.6,1.2,0.6,0.2,0.2,2.7,6.8,39.5,1.8,257,0.37,0.4,125,0.768,0.8,3.8,0.5,1.1,2.4,27.0,70.0,1818.0,17.8,0.575,0.32,0.156,9.2,28.6,19.3,8.7,0.8,0.7,8.6,21.7,2.5,2.8,5.3,0.139,1.2,-0.6,0.7,1.2,82,250,7,5,Mil,F,28.2,26.0,9.2,546,0.555,0.555,14.1,9.6,1.5,0.4,0.2,1.2,23.7,15.6,25.2,9.0,117.3,105.2
85,Lindell Wigginton,PG,MIL,7.6,0.0,7,12.4,1,7.1,1.0,2.0,0.0,0.3,0.3,2.6,5.3,48.6,0.9,18,0.333,1.1,9,0.889,0.0,1.0,1.7,1.0,-5.6,24.0,7.0,87.0,11.8,0.61,0.486,0.243,0.0,8.1,4.2,23.8,0.0,1.9,22.7,25.7,0.0,0.1,0.1,0.028,-3.1,-3.5,-6.7,-0.1,74,189,1,9,Mil,G,25.0,12.4,24.3,19,0.632,0.568,7.1,1.0,2.0,0.0,0.3,1.7,8.1,9.1,10.1,7.8,103.9,109.8
86,Joe Ingles,SF,MIL,7.5,4.3,46,15.0,0,6.3,1.4,2.6,0.2,0.1,0.3,2.4,5.8,42.1,0.9,203,0.409,0.5,21,0.857,0.3,1.1,1.1,1.1,0.1,35.0,46.0,1044.0,10.7,0.616,0.819,0.085,1.4,11.1,6.4,18.4,1.5,0.5,17.6,12.6,1.1,1.2,2.3,0.107,-1.6,0.8,-0.7,0.3,80,220,8,11,Mil,F-G,35.5,22.7,18.1,45,0.556,0.603,6.9,2.8,3.3,0.7,0.1,1.2,9.7,10.2,12.9,7.0,119.6,108.2
87,Meyers Leonard,C,MIL,7.5,4.0,9,12.6,2,4.8,3.8,0.1,0.2,0.0,0.2,1.6,3.2,48.3,0.8,18,0.389,0.9,9,0.889,1.3,2.4,0.7,1.8,-3.0,30.0,9.0,114.0,12.0,0.652,0.621,0.31,11.4,19.4,15.5,1.2,0.8,0.0,15.4,14.4,0.2,0.1,0.3,0.126,-2.8,-2.2,-5.0,-0.1,84,260,9,16,Mil,F-C,31.1,12.6,17.0,11,0.636,0.603,4.8,3.8,0.1,0.2,0.0,0.7,8.6,4.9,8.7,3.9,123.2,99.3
88,MarJon Beauchamp,SF,MIL,5.8,4.4,52,13.6,11,5.2,2.2,0.7,0.4,0.1,0.3,1.9,4.7,39.7,0.9,142,0.331,0.5,37,0.73,0.7,1.5,0.8,1.4,-1.7,22.0,52.0,701.0,8.2,0.513,0.584,0.152,5.9,11.0,8.5,6.7,1.4,0.8,14.8,18.3,-0.4,0.8,0.4,0.027,-4.1,-0.6,-4.8,-0.5,78,199,0,14,Mil,F,22.5,13.5,15.6,101,0.485,0.492,5.1,2.2,0.7,0.4,0.1,0.9,7.3,5.8,8.0,5.9,99.5,105.0
89,Jae Crowder,SF,MIL,5.4,4.2,18,15.6,0,3.5,2.1,0.6,0.4,0.2,0.0,1.1,3.0,36.8,0.8,55,0.436,0.5,12,0.833,0.6,1.5,0.4,1.4,0.8,32.0,18.0,340.0,14.6,0.624,0.585,0.128,5.4,15.3,10.6,10.6,1.7,1.4,6.6,13.2,0.7,0.5,1.2,0.165,0.1,1.1,1.2,0.3,78,235,10,10,Mil,F,32.8,18.9,6.9,39,0.538,0.606,6.9,3.8,1.5,0.7,0.3,0.4,10.7,8.4,12.2,7.2,132.9,105.9
